t_wql,trp,cdom,temp
03-01-2025 00:03:00,57.6847705474866,425.401040442371,17.02
03-01-2025 00:13:00,57.4038056868466,425.0605655859,16.98
03-01-2025 00:23:00,58.1030675838448,427.799112228455,16.95
03-01-2025 00:33:00,55.8747588794617,430.341275898554,16.92
03-01-2025 00:43:00,57.6389222822807,431.506905066069,16.87
03-01-2025 00:53:00,56.5782797805972,433.212967793713,16.83
03-01-2025 01:03:00,57.6627592848121,433.553424399,16.79
03-01-2025 01:13:00,56.9885273662505,435.496555308364,16.74
03-01-2025 01:23:00,56.8098668799213,434.818526481502,16.71
03-01-2025 01:33:00,57.016821162714,436.132336534625,16.67
03-01-2025 01:43:00,58.5865849554237,435.985150756935,16.63
03-01-2025 01:53:00,57.2397570832757,436.865099396837,16.6
03-01-2025 02:03:00,56.9599181915519,438.858543823357,16.56
03-01-2025 02:13:00,57.9406572810701,439.338010992654,16.51
03-01-2025 02:23:00,57.6567437158935,440.497831869331,16.46
03-01-2025 02:33:00,58.1587410126,440.112326940523,16.43
03-01-2025 02:43:00,57.6846736558558,441.130893354613,16.39
03-01-2025 02:53:00,58.4695935105399,441.803695151596,16.34
03-01-2025 03:03:00,58.9709381046573,442.389589407417,16.31
03-01-2025 03:13:00,57.9146118644195,443.406829511883,16.27
03-01-2025 03:23:00,59.1880916380382,444.035357235236,16.23
03-01-2025 03:33:00,58.5204385074097,444.275537674426,16.19
03-01-2025 03:43:00,57.9542572245595,446.800366880338,16.16
03-01-2025 03:53:00,58.3498787096403,443.689271120957,16.11
03-01-2025 04:03:00,58.2687664335167,446.212830243107,16.08
03-01-2025 04:13:00,57.6022043013797,444.611314913403,16.04
03-01-2025 04:23:00,59.2610152257198,446.78895980195,16
03-01-2025 04:33:00,59.0787841020447,446.447447835279,15.96
03-01-2025 04:43:00,58.4126104673646,447.268011664518,15.92
03-01-2025 04:53:00,57.9404229188442,447.410701224611,15.88
03-01-2025 05:03:00,58.9239245212724,446.15572281853,15.85
03-01-2025 05:13:00,57.484551558289,448.813841208196,15.81
03-01-2025 05:23:00,60.2041427363114,448.182644835403,15.77
03-01-2025 05:33:00,59.0552862824142,449.872008839531,15.73
03-01-2025 05:43:00,58.5876933526563,449.391405476863,15.7
03-01-2025 05:53:00,58.0156512951886,450.349655958813,15.65
03-01-2025 06:03:00,59.5727655899787,450.685003483638,15.61
03-01-2025 06:13:00,59.4875922003939,449.378931816489,15.57
03-01-2025 06:23:00,58.8274424723776,450.92642343758,15.54
03-01-2025 06:33:00,58.5455149291488,451.59397794045,15.49
03-01-2025 06:43:00,57.5926334084469,452.12188528272,15.45
03-01-2025 06:53:00,60.2123654040948,453.763979635455,15.42
03-01-2025 07:03:00,58.5886959983354,452.223729086306,15.39
03-01-2025 07:13:00,58.9859184368946,452.076627323453,15.35
03-01-2025 07:23:00,59.868801097085,452.561323247658,15.32
03-01-2025 07:33:00,59.3143798787112,451.996581829492,15.31
03-01-2025 07:43:00,60.7748934453414,451.999548677156,15.28
03-01-2025 07:53:00,59.8352702740501,452.976144141996,15.27
03-01-2025 08:03:00,58.988044003611,453.417543552957,15.25
03-01-2025 08:13:00,60.0752209516459,452.809933511712,15.25
03-01-2025 08:23:00,59.2321490520046,453.593472361082,15.24
03-01-2025 08:33:00,58.8747080429808,453.756123249587,15.24
03-01-2025 08:43:00,59.4802628516519,453.822363285518,15.24
03-01-2025 08:53:00,60.3747080255836,453.503290132117,15.24
03-01-2025 09:03:00,60.2139716274251,453.237329686298,15.25
03-01-2025 09:13:00,59.7642467129062,452.296952403799,15.26
03-01-2025 09:23:00,61.2409003239128,452.897435468055,15.27
03-01-2025 09:33:00,57.1305852405297,451.667562912653,15.28
03-01-2025 09:43:00,59.4742750661609,453.809171384739,15.29
03-01-2025 09:53:00,60.6621646190328,451.904428125237,15.3
03-01-2025 10:03:00,60.0195119196598,454.14241086824,15.31
03-01-2025 10:13:00,59.8585464388973,452.333427606223,15.32
03-01-2025 10:23:00,60.5690055473019,450.191327732869,15.34
03-01-2025 10:33:00,59.1550293021647,450.887219669547,15.35
03-01-2025 10:43:00,60.8211497243128,451.626573851307,15.35
03-01-2025 10:53:00,58.63592735134,450.972859441904,15.36
03-01-2025 11:03:00,60.3062754888123,449.451294694335,15.37
03-01-2025 11:13:00,60.5225031899544,449.655747968331,15.36
03-01-2025 11:23:00,60.5583408249915,449.632388658206,15.38
03-01-2025 11:33:00,59.2402435560788,449.363386293947,15.39
03-01-2025 11:43:00,60.6299879122336,446.691917602584,15.42
03-01-2025 11:53:00,59.4119383746706,445.606468153229,15.44
03-01-2025 12:03:00,59.5440089264798,445.485117780283,15.46
03-01-2025 12:13:00,60.6491868702882,443.730973773411,15.5
03-01-2025 12:23:00,60.1140854252367,440.720570985439,15.54
03-01-2025 12:33:00,60.2504050536143,438.525326222184,15.57
03-01-2025 12:43:00,60.3949983790582,439.039514445397,15.62
03-01-2025 12:53:00,60.5396710658699,438.297610968437,15.67
03-01-2025 13:03:00,61.3778272100616,434.956901285575,15.76
03-01-2025 13:13:00,60.273702283606,431.992433656971,15.83
03-01-2025 13:23:00,61.1927089926389,430.567765384118,15.88
03-01-2025 13:33:00,61.6283005730918,428.560679064781,15.93
03-01-2025 13:43:00,60.5103487079576,426.694671689593,15.97
03-01-2025 13:53:00,61.6157093351851,426.035998216837,16
03-01-2025 14:03:00,61.2639467192017,429.298611854275,16.02
03-01-2025 14:13:00,59.260674834081,426.60031155964,16.03
03-01-2025 14:23:00,61.3228269312971,427.436189759716,16.03
03-01-2025 14:33:00,59.6060360700823,425.171296563524,16.03
03-01-2025 14:43:00,60.9898945599826,425.716267617295,16.03
03-01-2025 14:53:00,60.6213768829955,425.191386779957,16.01
03-01-2025 15:03:00,59.187451944151,423.407419967243,15.99
03-01-2025 15:13:00,60.4657782210735,423.076763936696,15.97
03-01-2025 15:23:00,61.9331570131538,423.47074722265,15.94
03-01-2025 15:33:00,60.0198031740369,420.092081641521,15.93
03-01-2025 15:43:00,60.3334256527646,417.972449828465,15.92
03-01-2025 15:53:00,60.550186585168,418.466824314893,15.91
03-01-2025 16:03:00,60.968758765893,416.252848319724,15.92
03-01-2025 16:13:00,61.092782577521,415.73172583333,15.92
03-01-2025 16:23:00,59.9582332976642,415.01686848559,15.92
03-01-2025 16:33:00,60.4694827416787,414.689150639576,15.92
03-01-2025 16:43:00,59.4317219126726,412.715512024538,15.92
03-01-2025 16:53:00,61.0120062955616,413.114338038809,15.93
03-01-2025 17:03:00,61.5232576466403,413.270336812434,15.93
03-01-2025 17:13:00,61.3609032094492,413.572107694533,15.94
03-01-2025 17:23:00,61.3921773650424,415.713627755014,15.95
